url,postal_code,municipality,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,availability,number_of_bedrooms,livable_surface,furnished,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,garden,terrace,total_land_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/8540/deerlijk/rbu64871,8540,deerlijk,RBU64871,379 000 €,682 €,No,Normal,Yes,2012,,3,137 m²,No,Yes,1,1,2,Gas,No,,3,Yes,Yes,354 m²,Yes,Yes,86 kWh/m²/year,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4141/louveigne/vbd48477,4141,louveigne,VBD48477,530 000 €,1 353 €,No,Excellent,,,On contract,6,358 m²,Yes,,,3,,Fuel oil,,,3,,Yes,352 m²,,Yes,384 kWh/m²/year,,23/10/2035,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4140/sprimont/vbd48478,4140,sprimont,VBD48478,530 000 €,1 353 €,No,Excellent,,,On contract,6,358 m²,Yes,,,3,,Fuel oil,,,3,,Yes,352 m²,,Yes,384 kWh/m²/year,,23/10/2035,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbu64877,9100,sint-niklaas,RBU64877,289 000 €,484 €,No,Normal,,1938,,3,120 m²,No,,,1,,Gas,No,,,,,126 m²,,,195 kWh/m²/year,20251031-0003719069-RES-1,31/10/2035,Not applicable,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd48482,1180,ukkel,VBD48482,785 000 €,1 213 €,No,Fully renovated,No,1935,On contract,3,128 m²,No,Yes,1,2,2,Gas,No,,2,,Yes,115 m²,Yes,Yes,152 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6680/sainte-ode/vbd48492,6680,sainte-ode,VBD48492,299 000 €,,No,Normal,No,,Immediately,3,239 m²,No,,,1,1,Fuel oil,No,,4,Yes,Yes,780 m²,,,210 kWh/m²/year,,03/05/2034,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6887/herbeumont/vbd48493,6887,herbeumont,VBD48493,449 000 €,664 €,No,Excellent,No,2020,On contract,3,238 m²,No,,,2,2,Hot air,No,East,4,Yes,Yes,738 m²,,Yes,67 kWh/m²/year,,01/03/2033,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64894,9810,nazareth,RBU64894,352 776 €,,,New,No,2024,,3,169 m²,No,Yes,1,1,2,Hot air,No,East,2,Yes,,138 m²,,Yes,,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64895,9810,nazareth,RBU64895,347 551 €,,,New,No,2024,,3,169 m²,No,Yes,1,1,2,Hot air,No,East,2,Yes,,138 m²,,Yes,,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64896,9810,nazareth,RBU64896,353 109 €,,,New,No,2024,,3,169 m²,No,Yes,1,1,2,Hot air,No,East,2,Yes,,138 m²,,Yes,,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2890/sint-amands/rbu64909,2890,sint-amands,RBU64909,625 000 €,,No,Normal,No,2015,Negotiable,2,251 m²,No,,,1,2,Gas,No,North-east,3,Yes,Yes,585 m²,Yes,Yes,97 kWh/m²/year,20250930-0003698263-RES-1,30/09/2035,No certificate,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3945/ham/rbu64904,3945,ham,RBU64904,449 000 €,891 €,No,Normal,No,1932,On contract,3,271 m²,No,,,1,2,Gas,No,South-east,3,Yes,Yes,753 m²,Yes,Yes,200 kWh/m²/year,20251031-0003695773-RES-2,31/10/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8550/zwevegem/rbt29418,8550,zwevegem,RBT29418,500 000 €,6 €,No,New,No,2023,Negotiable,3,249 m²,No,Yes,1,1,2,Not specified,No,,3,Yes,Yes,655 m²,Yes,Yes,41 kWh/m²/year,34042-G-OMV_2021015045/EP02797/A002/D01/SD001,15/04/2035,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5380/forville/vbd42885,5380,forville,VBD42885,895 000 €,595 €,No,Excellent,,1839,,4,282 m²,No,,,1,2,,No,,4,Yes,Yes,14540 m²,,Yes,273 kWh/m²/year,,12/09/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8370/blankenberge/rwc41047,8370,blankenberge,RWC41047,348 800 €,,,Excellent,,,On contract,3,115 m²,,Yes,,1,,Electricity,,,,Yes,Yes,,,Yes,20 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6250/aiseau-presles/vbd42976,6250,aiseau-presles,VBD42976,359 000 €,1 120 €,No,Normal,,,,3,135 m²,,Yes,1,1,2,Gas,No,,4,Yes,Yes,1477 m²,,Yes,325 kWh/m²/year,,20/12/2033,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4780/recht/vwd15127,4780,recht,VWD15127,234 000 €,456 €,No,Normal,No,,On contract,3,1 m²,,Yes,,1,,Fuel oil,,South,4,Yes,Yes,893 m²,No,Yes,439 kWh/m²/year,20230227006897,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbd43554,1120,neder-over-heembeek,VBD43554,690 000 €,,No,Excellent,No,,On contract,4,231 m²,,Yes,1,1,3,Gas,No,South-west,3,Yes,Yes,284 m²,Yes,,147 kWh/m²/year,,02/06/2035,"yes, certificate in accordance",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd32524,4030,grivegnee,VBD32524,350 000 €,1 150 €,No,Normal,No,1957,On contract,3,170 m²,No,Yes,,1,2,Gas,No,East,2,Yes,Yes,190 m²,Yes,Yes,191 kWh/m²/year,20250925026404,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/master-house/for-sale/5300/andenne/vbd43542,5300,andenne,VBD43542,295 000 €,,No,Normal,No,,On contract,4,160 m²,No,,,1,2,Fuel oil,No,North,2,Yes,Yes,300 m²,,Yes,322 kWh/m²/year,20251017026835,17/10/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbd39810,1410,waterloo,VBD39810,449 000 €,689 €,No,Normal,No,1920,,4,180 m²,No,,,1,3,Gas,No,,2,Yes,Yes,447 m²,Yes,Yes,298 kWh/m²/year,,13/05/2025,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd44107,6060,gilly,VBD44107,125 000 €,440 €,No,To be renovated,No,,,2,100 m²,No,Yes,1,1,1,,No,,,Yes,No,298 m²,,,707 kWh/m²/year,20250127033090,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbu56914,8700,tielt,RBU56914,,557 €,No,Fully renovated,,1969,,4,140 m²,,Yes,,2,,Gas,No,,,Yes,No,428 m²,,,184 kWh/m²/year,20251019-0003713505-RES-1,19/10/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7620/jollain-merlin/vbd36576,7620,jollain-merlin,VBD36576,125 000 €,289 €,No,To be renovated,No,1874,,5,192 m²,No,Yes,1,1,1,Coal,No,South,3,Yes,No,801 m²,,Yes,525 kWh/m²/year,20241007013679,07/10/2034,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd44309,6700,arlon,VBD44309,440 000 €,,No,To renovate,,1977,On contract,4,145 m²,No,Yes,1,1,1,Fuel oil,No,,4,Yes,Yes,1037 m²,,Yes,450 kWh/m²/year,,26/09/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd22082,6700,arlon,VBD22082,515 000 €,1 108 €,No,Excellent,,1955,On contract,4,212 m²,,Yes,1,3,3,Gas,,North,2,Yes,Yes,239 m²,Yes,Yes,238 kWh/m²/year,,,"yes, certificate in accordance",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8580/avelgem/rbu27255,8580,avelgem,RBU27255,155 000 €,456 €,No,Normal,No,,On contract,2,,No,Yes,1,1,1,Fuel oil,,,3,Yes,Yes,,,Yes,312 kWh/m²/year,,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/master-house/for-sale/6010/couillet/vbc91771,6010,couillet,VBC91771,469 000 €,845 €,No,Normal,No,,,4,335 m²,No,Yes,1,2,,Fuel oil,,,4,Yes,Yes,2734 m²,Yes,Yes,418 kWh/m²/year,,15/06/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu19525,8800,roeselare,RBU19525,290 000 €,1 346 €,No,Excellent,No,1979,,3,260 m²,,,,1,3,Gas,,,2,No,No,65 m²,Yes,Yes,170 kWh/m²/year,20250316-0003554217-RES-1,16/03/2035,No certificate,,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4219/wasseiges/vbd44721,4219,wasseiges,VBD44721,475 000 €,1 055 €,No,,No,2009,On contract,3,190 m²,No,Yes,1,1,2,Fuel oil,No,West,4,Yes,Yes,1120 m²,,Yes,,20251020009475,20/10/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5310/branchon/vbd45301,5310,branchon,VBD45301,275 000 €,800 €,No,Normal,No,1850,Immediately,3,156 m²,No,Yes,1,1,1,,No,,3,Yes,Yes,1356 m²,,Yes,337 kWh/m²/year,,23/10/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6200/bouffioulx/vbd45314,6200,bouffioulx,VBD45314,149 000 €,713 €,No,,No,,,4,231 m²,,Yes,1,,,Gas,,,,Yes,No,510 m²,Yes,Yes,463 kWh/m²/year,20251019001651,,No certificate,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/5070/sart-saint-laurent/vbd45300,5070,sart-saint-laurent,VBD45300,279 000 €,790 €,No,Excellent,No,2001,On contract,3,153 m²,No,Yes,1,1,2,Fuel oil,No,North,4,Yes,Yes,807 m²,,Yes,227 kWh/m²/year,,13/10/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vbd45451,6200,chatelet,VBD45451,279 000 €,,No,Normal,,1900,On contract,5,232 m²,No,,,1,2,Gas,No,North-west,2,Yes,Yes,260 m²,,Yes,176 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2560/nijlen/rbu59459,2560,nijlen,RBU59459,360 000 €,,No,To be renovated,No,1970,On contract,3,190 m²,No,Yes,1,1,1,Gas,No,South,3,Yes,Yes,328 m²,Yes,Yes,291 kWh/m²/year,,,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd45315,7100,haine-saint-pierre,VBD45315,224 000 €,,No,Normal,No,,,3,152 m²,,Yes,,,,Not specified,,,,Yes,Yes,,,,410 kWh/m²/year,20210204008229,,No certificate,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9120/haasdonk/rbu58563,9120,haasdonk,RBU58563,698 000 €,,,New,No,2026,,4,225 m²,No,Yes,1,2,2,Not specified,No,West,3,Yes,Yes,,,,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6717/attert/vbd45550,6717,attert,VBD45550,125 000 €,,No,To restore,,,On contract,3,98 m²,No,,,1,,,No,,3,Yes,Yes,218 m²,,,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/6240/farciennes/vbd44803,6240,farciennes,VBD44803,169 000 €,1 189 €,No,To be renovated,,,,3,315 m²,,,,2,,,,,2,Yes,,,,,514 kWh/m²/year,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/6560/erquelinnes/vbd44848,6560,erquelinnes,VBD44848,254 000 €,,No,,No,,,5,160 m²,,Yes,,1,,Not specified,,,4,Yes,Yes,1009 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbd44847,6560,erquelinnes,VBD44847,254 000 €,,No,,No,,,5,160 m²,,Yes,,1,,Not specified,,,4,Yes,Yes,1009 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8770/ingelmunster/rbu58966,8770,ingelmunster,RBU58966,230 000 €,,No,,No,1899,On contract,3,216 m²,,Yes,1,1,2,Gas,No,North-east,2,Yes,No,269 m²,,,387 kWh/m²/year,20250610-0003621878-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9950/waarschoot/rbu59253,9950,waarschoot,RBU59253,426 817 €,,,New,No,2025,,3,162 m²,,,,1,1,,,,2,Yes,Yes,222 m²,,Yes,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6210/les-bons-villers/vbd45039,6210,les-bons-villers,VBD45039,299 900 €,501 €,No,Normal,No,,,3,152 m²,No,,,1,2,Fuel oil,No,,2,Yes,Yes,251 m²,,Yes,269 kWh/m²/year,,18/10/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3080/tervuren/rbu59320,3080,tervuren,RBU59320,630 000 €,3 118 €,No,,No,1989,,4,223 m²,,Yes,,1,1,Electricity,,,4,Yes,No,521 m²,,Yes,322 kWh/m²/year,20251001-0003699128-Res-1,01/10/2035,"No, certificate does not comply",Yes,"Residential zone (residential, urban)",,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9950/waarschoot/rbu59254,9950,waarschoot,RBU59254,489 781 €,,,New,No,2025,,3,180 m²,,Yes,1,1,2,,,,3,Yes,Yes,241 m²,,Yes,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5544/agimont/vbd45258,5544,agimont,VBD45258,189 000 €,290 €,No,Normal,No,,On contract,3,81 m²,,Yes,1,1,2,,No,,3,Yes,Yes,820 m²,,Yes,381 kWh/m²/year,,13/07/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9150/bazel/rbu61997,9150,bazel,RBU61997,298 000 €,,No,,No,,On contract,2,,No,Yes,1,1,2,Not specified,No,North-west,2,Yes,Yes,,,,390 kWh/m²/year,,,Not applicable,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd46833,6060,gilly,VBD46833,229 000 €,,No,,No,,,5,202 m²,No,Yes,1,2,2,Gas,No,,3,No,Yes,122 m²,Yes,Yes,224 kWh/m²/year,,09/07/2035,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8551/heestert/rbu62084,8551,heestert,RBU62084,174 000 €,,No,,No,,On contract,5,234 m²,,Yes,4,1,1,Gas,No,North-east,3,Yes,No,819 m²,,,880 kWh/m²/year,3582216,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6560/solre-sur-sambre/vbd46869,6560,solre-sur-sambre,VBD46869,125 000 €,,No,,No,,,3,85 m²,,,,1,,Not specified,,,2,Yes,No,180 m²,,,291 kWh/m²/year,20251022024768,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6560/bersillies-l-abbaye/vbd46872,6560,bersillies-l-abbaye,VBD46872,158 000 €,,No,,No,,,4,135 m²,,Yes,1,,,Not specified,,,4,Yes,No,973 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8370/blankenberge/rbu62147,8370,blankenberge,RBU62147,449 000 €,1 108 €,No,,No,1974,,3,155 m²,,Yes,1,1,1,,,,4,Yes,Yes,987 m²,,Yes,784 kWh/m²/year,20250915-0003686442-RES-1,15/09/2035,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu62390,8800,roeselare,RBU62390,279 000 €,,No,,No,1936,On contract,4,148 m²,,,,1,1,Gas,No,,2,Yes,No,114 m²,,,148 kWh/m²/year,20250604-0003617790-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6240/farciennes/vbd46983,6240,farciennes,VBD46983,129 000 €,133 €,No,Normal,No,,,1,45 m²,No,,,1,1,Gas,No,,4,Yes,No,135 m²,,,252 kWh/m²/year,20251028025534,28/10/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5621/hanzinelle/vbd47182,5621,hanzinelle,VBD47182,150 000 €,,No,Normal,No,,,6,185 m²,No,,,1,1,,No,,2,No,Yes,,,,112 kWh/m²/year,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7000/mons/rbu62399,7000,mons,RBU62399,195 000 €,570 €,No,,No,,Negotiable,2,103 m²,No,,,1,2,Gas,No,South,,Yes,Yes,170 m²,Yes,Yes,129 kWh/m²/year,20251008004340,08/10/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6560/solre-sur-sambre/rbu62400,6560,solre-sur-sambre,RBU62400,80 000 €,510 €,No,To be renovated,No,,Immediately,3,235 m²,No,Yes,1,1,1,Coal,No,East,3,No,Yes,280 m²,Yes,Yes,970 kWh/m²/year,20210605007638,05/06/2031,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8560/gullegem/rbu62532,8560,gullegem,RBU62532,378 000 €,,No,,No,1955,,3,143 m²,,,,1,2,Gas,No,North-west,2,Yes,Yes,179 m²,,,84 kWh/m²/year,20250925-0003694089-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9400/voorde/rbu62441,9400,voorde,RBU62441,549 000 €,850 €,,New,No,,Immediately,3,200 m²,No,Yes,,1,2,,No,,,Yes,Yes,,No,Yes,-2 kWh/m²/year,41048-G-OMV_2028153708/EP13867/A001/D01/SD001,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd47422,5190,jemeppe-sur-sambre,VBD47422,195 000 €,657 €,No,To renovate,,1951,On contract,2,143 m²,No,,,1,2,Fuel oil,No,South-east,4,Yes,No,462 m²,,Yes,309 kWh/m²/year,,,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9630/zwalm/rbu62977,9630,zwalm,RBU62977,169 000 €,,No,To be renovated,No,,,3,120 m²,,,,1,,,,,,Yes,No,1238 m²,,,1119 kWh/m²/year,20250711-0003645384-RES-1,,No certificate,,"Residential zone (residential, urban)",no flooding area,(information not available)
